1.539850672899956141e-02,-6.309690451083227458e-02,-1.257620220236532749e-02,-8.704099038093870977e-02,3.297164006753283694e-02,-5.978106298099783444e-02,-3.837678842219083286e-02,4.748442409235320572e-02,3.262642106083202265e-02,-1.032649872098523325e-02
-1.674694186270164753e-02,1.253358146368988013e-02,7.835086258501600120e-03,-3.320795516455721241e-02,-1.164619043205250559e-02,3.652861921970895764e-03,-9.132787052823065910e-02,7.356242080780484027e-02,1.040943117993098355e-02,6.619231740364051042e-03
5.516611134348703427e-02,5.498711901817021630e-02,3.402137200289778729e-02,1.725784364059668174e-02,2.141445646802853098e-02,3.789272504356677729e-03,4.947768073127412070e-02,5.719940240819898492e-02,-3.328987555919660224e-02,7.375605727910405918e-02
-1.817419564675182286e-03,-8.475957099613129486e-03,3.559842492840525896e-02,1.093643967778704651e-01,7.134065531231714719e-02,-3.652314003102274942e-02,4.371415801037792370e-02,-2.174591807320502834e-02,-1.323518665608081069e-02,-4.949147154376598579e-02
-4.449850593296056367e-03,4.057544617657804498e-02,8.238508937642663454e-02,9.393899831835228476e-02,3.676643498537690569e-02,2.856582787507266907e-02,7.623893855219399107e-02,-1.131732359683601530e-02,9.131401190949017810e-03,-2.588903751063220682e-02
1.212627190806652155e-01,3.242150454917114288e-02,1.339868292739637701e-01,2.333017826756278446e-02,6.831187752969680727e-02,9.341467739496589484e-02,4.800693915347387097e-02,6.025132967579260868e-02,3.788300577030345728e-02,3.539900035014764690e-02
1.101413850462811261e-01,3.149433457364975153e-01,1.261010508805322505e-01,1.350162364241471735e-01,3.168602247431443475e-01,7.376637578355582647e-02,1.316080275281230616e-01,1.065106719183119832e-01,3.394372424301539404e-02,2.436085568398868029e-01
2.191909363744825034e-01,1.233206088993423766e-01,1.233846661113675580e-01,2.270206775112619813e-01,2.309148189770785509e-01,1.435635085760903484e-01,1.061612697157757745e-01,2.474290325848753636e-01,1.144244238385977441e-01,3.527300847693987107e-01
3.791852528100434494e-01,4.347560550628422060e-01,5.939768510426277626e-01,1.782699470258621854e-01,4.114031365508010740e-01,1.130768354681871424e-01,2.893938098864090591e-01,1.607103899733183239e-01,1.578853326628200104e-01,2.132375762657851004e-01
2.725891458669958967e-01,4.036262465568317692e-01,2.676356987736532300e-01,4.435682905951259247e-01,2.443386032777780104e-01,4.025072798002696794e-01,3.400076788503212377e-01,3.496081646148992972e-01,1.689206275537464830e-01,1.821999558045525047e-01
2.582467413609399465e-01,4.812599370165856483e-01,3.043537174953024893e-01,4.190857537548915435e-01,4.961271901868452572e-01,3.635540637360390459e-01,2.912763970878158304e-01,2.699267460847949440e-01,2.762314828412562040e-01,3.449137533286602553e-01
5.163131419524794596e-01,3.588905307873149209e-01,4.644669859956053193e-01,5.595469340047983797e-01,4.873123129650590579e-01,4.797047599228736470e-01,2.959178788711244179e-01,2.253217697676414000e-01,2.720416960285808594e-01,5.286002657370758584e-01
4.451798865429104080e-01,3.686328503302692683e-01,6.675482469514609773e-01,4.868196960828069519e-01,4.803142347426782033e-01,3.805041648994115233e-01,5.114972716156539478e-01,3.369057183135030220e-01,2.377785139464514419e-01,3.669607204242124610e-01
4.537967580347500585e-01,5.341549280447935866e-01,6.072882635379814875e-01,4.708712414125084678e-01,5.324364898128218782e-01,4.773097827597883036e-01,3.697032960308513916e-01,3.679475136711579664e-01,2.947821013916718247e-01,5.822216623240105138e-01
4.766228853561637058e-01,6.355061147802844035e-01,5.662181994845111310e-01,3.423729748356404423e-01,5.391878395612801356e-01,5.518890875312189026e-01,4.786440363999017178e-01,3.733975248454260987e-01,4.969503452259667053e-01,5.036493044848160405e-01
4.955825640436244406e-01,4.645501986156146401e-01,6.452142039502556381e-01,4.330580994012023233e-01,5.863692672615281598e-01,4.097234536170308861e-01,5.845663795708322397e-01,4.402314662374935406e-01,5.017225007625607525e-01,4.319055756599703422e-01
5.446607516237133018e-01,4.231813260090839801e-01,6.231357145470454162e-01,5.005403063768228966e-01,5.589259221666882382e-01,5.269972951844632547e-01,5.892446215799650444e-01,3.739433234677436158e-01,4.970974857487768794e-01,4.565080087542743303e-01
4.146089732061400968e-01,6.390148078106386853e-01,5.498299537249947688e-01,4.004375385496200535e-01,5.420047451444148789e-01,4.749855146738172218e-01,5.194295125079172459e-01,4.514544074459948542e-01,5.625154172979309752e-01,5.443110271330188210e-01
5.872246623653190056e-01,5.757368084829703747e-01,4.648547387118902030e-01,5.789131661654480787e-01,4.790209167041966642e-01,5.406263191662130652e-01,5.662707493039218498e-01,5.098745837058908936e-01,4.130527893092760250e-01,4.681071959625585643e-01
5.869948562584511587e-01,5.723539302494236036e-01,5.235555024388033329e-01,4.082808192117284296e-01,4.926144765581843554e-01,5.558388395266713466e-01,4.102270895311647125e-01,5.300951040860413244e-01,5.231352690972663755e-01,5.213787850127644674e-01
5.779191109542415328e-01,5.886860607002083468e-01,6.757903296413797500e-01,5.354659279430242780e-01,3.990560583396652872e-01,3.814982402574782494e-01,5.814668207618007845e-01,5.293159139613934361e-01,5.275401626534040878e-01,6.028055332966985036e-01
5.638041761273058228e-01,5.557151175296041190e-01,6.094447797052414684e-01,5.166412532066715357e-01,5.373241611732721967e-01,5.029028926474597982e-01,4.495878999170541679e-01,4.411032905185926500e-01,6.508087554518494633e-01,5.111168891738926412e-01
5.197289454528123409e-01,5.724456410726735944e-01,5.730957976384264407e-01,3.954623887570416496e-01,4.487673977141696247e-01,4.475288897559431822e-01,4.276182765730338620e-01,5.510954366141174177e-01,5.630490451852926403e-01,5.865858511198605019e-01
4.903834287835915351e-01,4.812776126161393275e-01,6.124727851629366837e-01,5.681162415688523204e-01,5.620105583919898784e-01,4.463779680824352392e-01,6.594106593595330246e-01,5.510467971340708981e-01,4.875706753135773397e-01,5.482254676803871574e-01
6.132558356019489620e-01,5.841138717850798967e-01,5.745963808725621513e-01,4.235919161193739679e-01,4.156325916121337283e-01,5.487131465790211493e-01,6.045954507141561018e-01,5.285202857423291212e-01,5.362138853936280203e-01,4.871619136061295929e-01
4.545245724968203227e-01,5.177390317971605205e-01,5.092795443870697936e-01,4.043485703742095705e-01,4.315250159074015546e-01,4.697419586090370025e-01,5.630979242269239515e-01,4.011518896321635275e-01,5.308182672274063263e-01,5.918296267000505706e-01
5.506464401009989462e-01,5.290025194462075753e-01,5.863311097878689537e-01,4.751819268718986411e-01,4.393803421421668132e-01,5.698828305453839116e-01,5.536944991025160023e-01,3.802760853156722520e-01,4.464995434659646545e-01,5.007133684127550444e-01
4.805283551169803324e-01,5.264599803167890890e-01,4.331547110705732395e-01,4.583671702792289082e-01,5.225803153455889083e-01,5.236889735670950952e-01,4.653130300818584253e-01,3.185849036728668482e-01,5.161980570890286613e-01,4.999244425479762999e-01
4.836722720936473818e-01,5.035923588167017240e-01,3.457674493045911346e-01,5.254064414815791118e-01,5.132142573329385726e-01,5.457319470715373821e-01,5.610342814725464144e-01,5.907101525605856773e-01,2.823133616871363882e-01,3.891390952853638341e-01
4.423006523155946779e-01,4.529853119869805544e-01,5.387838498736925441e-01,5.132306902930149350e-01,3.588160323298347776e-01,5.247330133919363426e-01,3.007645357459812208e-01,3.642213208715265882e-01,4.928172360510536532e-01,5.880194177947163370e-01
5.710255434891829962e-01,3.881950482810739844e-01,3.259625954713900597e-01,3.930104941782345263e-01,3.528001889826849480e-01,4.563159245143953990e-01,4.517593828728783123e-01,4.167328081754290148e-01,4.385252211374457421e-01,3.938240888728663514e-01
5.329760254326335600e-01,3.889313555226239227e-01,3.847011322932501476e-01,1.343503997806541062e-01,3.091335697098173685e-01,4.125161692553767079e-01,4.383071858939907584e-01,4.841462942368512934e-01,4.307668177620835870e-01,2.577904252838060239e-01
2.503027705800807134e-01,3.519184677938399508e-01,3.585307333767386861e-01,3.658161408600828501e-01,3.992340975611091691e-01,3.553495213553138354e-01,2.671383334094812323e-01,3.861463283403742119e-01,4.021147219306012710e-01,2.709755906150168592e-01
3.515369706147549733e-01,4.604375443348117658e-01,9.898543707046181250e-03,2.292361221235267310e-01,5.899916823258671839e-02,3.839334100667584071e-01,3.623349084279084975e-01,4.573627874417132144e-01,4.191153248420109723e-01,2.123572307903648371e-01
3.793493003567032229e-01,4.073545865678914746e-01,2.328555766946536210e-01,2.610571029165190682e-01,1.853715934149735012e-01,4.795183064002199735e-01,3.761895579685934354e-01,2.986414590565812377e-01,3.023466269100903991e-01,1.958255796598472598e-01
2.755359943687754054e-01,1.501422716390990453e-03,3.449585880859267206e-01,1.156796381322938716e-01,2.847555121604703476e-01,1.300981108340070191e-01,3.949835249704055640e-01,2.013298094428996321e-01,3.063781418557852687e-01,1.949757441110055445e-01
5.983296200792292963e-02,0.000000000000000000e+00,8.075983422644500420e-02,1.830465999181430381e-01,2.982129012208446506e-01,1.731127058833571430e-01,2.506337271768871999e-01,2.911427315984198572e-01,5.129295112491829567e-01,1.320316435671402278e-01
1.511706113500898008e-01,0.000000000000000000e+00,1.381663709760594938e-01,1.475304163132825086e-01,4.978404742638189995e-02,3.138681362895234250e-01,2.702083417573860613e-01,2.819493347037340669e-01,1.186621561017601190e-01,4.150491604943985502e-01
5.463543718211671951e-02,0.000000000000000000e+00,8.683921778843861627e-03,7.778416652309744217e-02,1.208460001145605055e-03,2.343624432716933659e-01,3.541414417452050101e-01,1.236118575741523840e-01,1.621337166154105391e-01,1.212313839954407835e-01
2.094086200496417943e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.153058085968503566e-01,0.000000000000000000e+00,1.374615689018419684e-01,5.968289174021673693e-02,7.733914073111088083e-03,2.542988362609027719e-02,-7.689925500437830297e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.143595294078847413e-02,0.000000000000000000e+00,-2.919714132031028808e-03,4.183273425355896191e-02,0.000000000000000000e+00,-3.548179365700823013e-02,3.373028749209538990e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.150796038095413976e-02,0.000000000000000000e+00,3.383708150493901223e-04,8.004501848325565327e-02,0.000000000000000000e+00,1.522163504688360536e-03,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
